</s>:0.002001,0.002210,-0.001915,-0.001639,0.000683,0.001511,0.000470,0.000106,-0.001802,0.001109,-0.002178,0.000625,-0.000376,-0.000479,-0.001658,-0.000941,0.001290,0.001513,0.001485,0.000799,0.000772,-0.001901,-0.002048,0.002485,0.001901,0.001545,-0.000302,0.002008,-0.000247,0.000367,-0.000075,-0.001492,0.000656,-0.000669,-0.001913,0.002377,0.002190,-0.000548,-0.000113,0.000255,-0.001819,-0.002004,0.002277,0.000032,-0.001291,-0.001521,-0.001538,0.000848,0.000101,0.000666,-0.002107,-0.001904,-0.000065,0.000572,0.001275,-0.001585,0.002040,0.000463,0.000560,-0.000304,0.001493,-0.001144,-0.001049,0.001079,-0.000377,0.000515,0.000902,-0.002044,-0.000992,0.001457,0.002116,0.001966,-0.001523,-0.001054,-0.000455,0.001001,-0.001894,0.001499,0.001394,-0.000799,-0.000776,-0.001119,0.002114,0.001956,-0.000590,0.002107,0.002410,0.000908,0.002491,-0.001556,-0.000766,-0.001054,-0.001454,0.001407,0.000790,0.000212,-0.001097,0.000762,0.001530,0.000097,0.001140,-0.002476,0.002157,0.000240,-0.000916,-0.001042,-0.000374,-0.001468,-0.002185,-0.001419,0.002139,-0.000885,-0.001340,0.001159,-0.000852,0.002378,-0.000802,-0.002294,0.001358,-0.000037,-0.001744,0.000488,0.000721,-0.000241,0.000912,-0.001979,0.000441,0.000908,-0.001505,0.000071,-0.000030,-0.001200,-0.001416,-0.002347,0.000011,0.000076,0.000005,-0.001967,-0.002481,-0.002373,-0.002163,-0.000274,0.000696,0.000592,-0.001591,0.002499,-0.001006,-0.000637,-0.000702,0.002366,-0.001882,0.000581,-0.000668,0.001594,0.000020,0.002135,-0.001410,-0.001303,-0.002096,-0.001833,-0.001600,-0.001557,0.001222,-0.000933,0.001340,0.001845,0.000678,0.001475,0.001238,0.001170,-0.001775,-0.001717,-0.001828,-0.000066,0.002065,-0.001368,-0.001530,-0.002098,0.001653,-0.002089,-0.000290,0.001089,-0.002309,-0.002239,0.000721,0.001762,0.002132,0.001073,0.001581,-0.001564,-0.001820,0.001987,-0.001382,0.000877,0.000287,0.000895,-0.000591,0.000099,-0.000843,-0.000563
the:0.749351,-0.239026,-0.495526,0.361021,0.117554,0.412609,0.268147,-0.181202,1.353693,0.732245,0.206216,0.190816,0.882465,1.081193,0.083929,-0.141315,-0.048843,-0.786473,-1.457242,-0.927251,1.402108,-0.875647,-0.976162,0.709910,-0.632195,0.620569,0.098168,-1.099893,0.186863,-0.728971,-1.171230,1.265438,0.213209,-0.338483,0.842734,-0.774024,-1.182485,-0.883584,1.489041,-0.274039,-0.857913,0.244767,-1.323157,0.430655,0.937832,0.211639,0.342417,0.948337,0.541983,0.430215,0.176459,-0.249261,0.443644,0.558020,1.049441,-0.159158,-0.014784,-0.666214,0.774176,-0.277840,-0.405210,-0.626401,-0.170807,-0.257000,0.524820,0.310708,-0.039014,-0.212338,0.290765,-1.581142,-0.976091,-0.239944,0.164027,-0.751037,0.348246,-0.159739,-0.149650,0.675098,-0.001989,0.160557,0.662822,0.173035,0.186995,-0.998432,-0.356024,0.309301,-0.180845,1.450740,-0.845318,-0.716737,0.621676,0.069516,0.942526,-1.694581,0.561625,1.427195,-0.631002,0.292169,-0.088500,-0.177782,-0.594987,0.597385,0.419456,-1.077938,0.426924,-0.554799,-0.112429,-0.119755,-0.762399,-0.082024,1.227296,-0.890738,-0.503279,0.366676,-0.435420,-0.219485,0.393783,0.734193,1.001392,0.599200,0.660186,0.732742,-1.442257,-0.298772,0.367366,0.342528,-0.461191,0.562500,-0.240506,-1.241980,0.264066,-0.064983,0.967990,-0.169678,-0.256270,-0.256822,-0.557639,0.778471,-0.557890,0.885015,0.494557,0.465427,-0.058141,-1.302111,-0.302848,0.622215,-0.338531,0.109493,0.970734,-0.731871,-0.237879,0.832332,0.547167,0.061467,-0.225107,1.083284,-1.630343,1.217505,-0.685112,0.821779,0.382964,-0.801547,-1.353073,0.480000,-1.127075,-0.853214,0.545984,1.463538,-1.088852,0.128112,0.047693,-0.320664,0.232228,0.012461,-0.415387,0.686591,0.528387,0.410451,-1.131380,0.992781,-0.907538,-0.994381,0.769989,0.326406,0.798756,0.951231,0.831863,-0.842947,-0.473487,0.508840,0.966278,0.505332,0.097302,-0.602871,-1.168997,-0.878995,-0.193967,-0.890742,0.397078,0.718990
of:1.260068,-0.626444,-1.320570,0.214497,0.848206,0.948745,-0.156512,-0.371234,0.945665,0.184647,-0.073505,0.058430,1.384017,1.615207,0.627772,-0.185249,-0.493489,-0.688887,-0.806160,-0.283553,0.746068,-0.371158,-0.748660,0.473435,-0.504107,0.495666,0.530885,-0.510405,0.140678,-0.953398,-0.159071,0.542754,-0.511500,-0.788737,0.188990,-0.338898,-1.087513,-0.841719,1.013799,-0.629306,-0.181699,-0.262926,-1.385166,0.877862,0.803545,0.506095,0.210719,0.526049,0.543202,1.392751,0.188698,-0.237548,1.034590,0.839685,0.157356,0.888901,0.138757,0.158041,1.399343,0.011449,0.127933,-0.045760,-1.237865,-0.525397,-0.242542,0.058269,0.896450,-0.643351,0.098417,-0.350892,-0.460393,-0.783157,0.587178,-0.511384,1.003487,-0.071145,-0.141432,-0.030999,0.265738,0.949379,0.261964,0.152797,0.184964,-1.640256,-1.130717,-0.242526,-0.752596,1.290199,-0.671910,-0.282818,0.675497,0.484879,-0.272666,-0.780079,0.757281,1.119681,-1.107266,0.003422,0.416799,0.160348,-0.666039,-0.167501,0.279431,-0.217923,0.952452,-0.759815,-1.349663,0.331836,-0.406605,-1.014243,0.552848,-0.576374,-0.888925,0.664735,-0.272594,-0.312268,-0.089653,0.041039,1.218366,0.337201,-0.197267,0.244056,-0.588554,-0.249184,1.250648,0.182071,0.993248,1.279482,0.103657,-0.453725,0.559231,0.492145,1.416364,0.905948,-0.576524,-1.096246,-1.407336,0.706043,0.728791,0.780071,0.628062,0.550960,0.591093,-0.974047,-0.504129,0.311707,-1.149562,-0.074881,0.984124,-0.334661,-0.379634,0.012880,0.081763,0.369570,-1.036880,0.956515,-0.911433,0.622082,-1.438890,0.591070,-0.503023,-0.590160,-1.314206,0.892938,-0.097601,-1.995810,-0.563961,1.246945,-0.744455,1.079119,0.910751,-0.714672,0.534760,0.027961,-0.164666,1.381787,-0.051197,0.337491,-0.911167,0.952634,-0.778789,-0.989823,0.774879,1.190116,0.753897,1.562022,0.172885,-1.219371,-0.054438,-0.198001,0.080032,1.305216,-0.777246,-0.028845,-1.852618,-1.279037,0.083573,0.515875,-1.019296,-0.387396
and:1.093035,0.105867,-0.769308,0.729807,0.092816,1.147611,-0.112283,-0.140111,0.694014,-0.566954,0.255880,-1.097296,0.675896,0.106741,0.473277,-0.570023,-0.227882,0.270849,-0.988094,-0.118230,0.848736,-0.431642,0.057032,0.681998,0.378948,0.050222,0.106583,0.206229,-0.398530,-0.710518,-0.296212,0.199839,-0.753140,0.012351,0.289930,0.681340,-0.136728,0.005931,0.488805,0.414367,-1.120952,-0.240961,-1.666102,0.757117,-0.148660,0.215242,-0.655430,0.644386,-0.071028,-0.208401,0.954167,0.502730,1.782120,0.120747,-0.137358,0.388284,0.518189,0.276664,-0.404383,-0.081453,-0.150462,0.169182,-0.208572,-0.358898,-0.222907,0.399087,0.942097,0.298154,0.102410,0.100978,-0.459916,0.032154,0.859897,0.298648,-0.428320,0.098896,0.966232,0.336308,-0.390414,1.049547,0.431644,0.423382,0.120771,-1.286117,-0.136887,-0.101084,-0.777196,1.021989,-0.416731,-0.452205,0.307704,0.210412,0.195988,-0.364559,0.131414,0.825127,-0.585647,-0.010438,0.365655,0.566990,-0.409844,0.264690,-0.150517,-0.278804,0.363098,-0.254997,-0.527292,-0.336990,0.281477,-0.419557,-0.270921,0.134910,-0.055514,0.963269,0.204958,-0.102011,0.506923,0.089548,-0.416577,-0.136811,0.420036,0.674807,-0.735235,0.527707,0.414123,0.608208,0.281587,0.717017,0.070335,-0.207596,0.117306,0.362049,0.724947,0.765877,-1.131789,-0.418299,0.090570,0.058134,0.644669,0.624570,0.063382,0.759356,-0.539917,-0.523808,-0.407897,0.260072,-1.274369,0.255052,0.766208,0.084209,-0.108226,-0.872055,-0.145086,-0.266683,-0.170781,0.442159,-0.855426,-0.336560,-0.833425,1.022116,0.235867,0.380437,-0.670789,0.231644,-0.302884,-0.233757,0.216405,0.152504,-0.578567,-0.440358,-0.128867,-0.112225,-0.204604,0.453752,0.332885,0.087728,0.027979,-0.022562,0.086007,0.134809,0.280634,-0.277075,0.155446,-0.028323,-0.190230,0.655726,0.835572,-0.709163,-0.173272,-0.618904,-0.078480,0.220117,-0.069849,-0.129815,-0.582050,-0.601755,0.086050,-0.166336,0.184554,0.502759
one:-0.892855,-0.440867,0.421030,1.322899,0.604674,-2.130841,-0.632359,-0.574549,-1.759462,1.096699,-0.024006,0.237054,0.765122,0.418155,1.113230,0.738751,-0.514774,2.160383,-0.033525,0.357364,-1.632293,0.411970,-1.547413,-0.431278,0.199401,-0.277582,1.161565,-0.379309,-1.079704,0.451833,0.749203,0.271445,-0.763399,0.454596,0.705539,0.687698,-1.330899,1.119237,0.204358,1.880355,1.646740,-0.335764,-0.249610,0.505314,0.764331,-0.090528,-0.258329,-0.506748,0.787532,0.176237,-0.110886,-0.482419,-5.591712,1.317666,-1.296511,-4.240704,0.456203,-0.456696,-0.287971,0.192323,2.628375,0.859020,-0.316502,2.121905,-0.694436,-0.996481,-1.321938,-1.306055,0.407618,0.192126,0.431541,0.242573,-0.053801,-0.752004,-0.337446,-0.367283,-0.499955,-1.919327,-0.201650,0.964511,-2.949394,-0.558921,-1.049067,0.455065,1.403095,0.007581,0.656955,-0.510845,1.124912,-0.236933,0.397093,0.885836,0.958982,0.359913,-1.578790,0.304958,1.937854,-0.557233,0.759888,0.291301,0.895226,0.675851,-2.012869,0.185985,1.172329,0.209767,-0.066035,2.391300,-0.808771,-0.388858,0.214270,-0.312446,-0.363603,0.680473,0.123142,0.132767,1.153904,-0.486910,0.690580,-0.744403,-0.475374,-0.241071,2.280768,-1.059119,-1.184871,-0.708868,1.685694,1.335872,-0.217676,-0.399194,0.733819,0.263052,-0.373071,-1.078498,0.388172,0.053217,-1.407032,-0.006121,-1.195384,-1.218873,-0.809227,-2.099041,-0.899919,-0.311912,-1.242676,-0.072978,-0.651710,0.194594,0.284891,0.939655,-0.600289,2.081129,-1.287914,-0.620693,0.534893,-0.945197,0.657322,-2.925427,-0.187801,-0.979927,-0.372294,0.570256,-1.533812,-2.596647,0.418352,-0.835652,0.552408,1.630963,-0.522778,-0.413273,-1.003980,2.711224,-0.211207,0.296521,-1.612229,1.010077,-2.127766,0.090599,0.074990,0.003072,-1.500164,0.494768,-1.862474,-0.833332,-0.877874,1.308173,-0.543624,-0.995220,0.003117,-0.608316,1.006237,1.094935,-1.103912,0.095318,0.649486,-0.806447,-0.252832,0.274799,0.705912,0.325689
in:-0.398046,-0.001542,-0.527907,-0.021878,0.284668,0.225570,0.025370,0.199886,0.975198,-0.033901,-0.414905,-0.105865,0.434827,1.438284,-0.132791,-0.657242,0.375568,-0.573235,-1.178042,-1.229784,1.068978,-0.224657,-0.028607,1.769622,0.241938,0.524690,-0.129189,-0.032737,0.330623,-0.027234,-0.638765,0.627580,-1.213034,-0.475615,0.051310,-0.075579,-0.971322,-0.556834,1.207515,0.929460,-0.805744,-0.569744,-0.645882,0.901593,0.085719,0.469077,-0.294557,1.599514,-0.573376,0.755844,0.708390,-0.264634,-0.692151,0.679365,-0.688657,-0.779348,0.844822,0.012529,0.048069,-0.158593,0.212860,-0.939369,-0.445872,-0.076926,0.787881,-0.157694,0.128635,-0.460412,0.214191,-0.765398,-1.045849,0.057522,-0.117896,-0.902892,-1.307302,-0.118825,0.227982,-0.514649,-0.138939,0.791944,0.362618,0.614517,-0.408614,-1.069949,-0.478122,-0.032801,-0.224803,1.168360,0.101976,-1.336292,1.142650,0.869993,1.103518,-1.200929,-0.207160,1.961903,-0.289293,0.583570,0.369831,0.097623,-0.179860,0.362980,-0.456670,-0.300420,0.172163,0.121499,-1.003075,0.407055,-0.586219,0.054589,1.088890,0.045842,-0.842893,0.772734,-0.653743,-0.361994,-0.104339,0.253050,1.708990,-0.195421,0.249956,0.213596,-0.373160,0.386913,0.039982,0.345548,0.779171,0.238879,0.215405,-0.866551,-1.010337,0.576081,0.394318,-0.122723,-0.114900,-0.865543,-1.238925,0.237229,0.217681,0.278630,1.250041,0.752727,-0.133639,-0.881100,-1.052687,0.937753,-2.021835,0.337209,1.612743,0.010030,-0.455331,-0.322422,-0.015761,0.200433,0.062017,-0.313330,-0.176651,-0.306308,-0.448774,0.312849,0.395845,-0.601805,-1.121068,0.263376,-1.036128,-0.132446,-0.068123,0.222847,-1.052030,0.550816,-0.152007,0.824995,-1.452126,-0.540458,-0.606872,0.826242,-0.415709,-0.682011,0.168086,1.187174,-0.927592,-1.057751,0.637479,0.282447,-0.960654,1.233345,0.206457,-0.930819,-0.639828,0.394546,0.937181,0.916899,-0.770156,0.283412,-1.302155,-0.014085,0.620008,0.197929,0.703308,0.819008
a:0.309067,1.158075,0.480508,0.493242,-1.162139,-0.158969,0.445459,-0.359807,1.352750,0.962909,-0.552168,0.456539,0.079408,1.229271,-0.010681,0.952357,-0.392839,-1.217390,-0.669528,-0.709360,0.629105,0.257206,-0.647939,0.361542,-1.024658,0.382976,-0.171383,-0.466128,1.043776,0.248600,-1.046034,-0.171896,0.498323,-0.569598,1.987345,-1.125839,-0.771842,-1.227927,0.160386,-1.193008,-1.282541,1.012869,-1.328455,-0.881244,2.536672,0.776075,1.230583,0.145640,-0.281635,0.399654,-0.043995,0.224774,2.634852,-0.222135,1.118187,1.706224,-0.091859,1.166393,1.263584,0.284312,-0.659437,-0.570471,0.645259,-1.054806,-1.012188,0.706913,-0.619900,0.143961,-0.355745,-1.632642,0.313674,-0.569188,0.072745,0.302252,-0.305431,0.312128,1.013344,-0.008268,0.770059,0.324787,0.775396,1.116269,-0.990370,-0.074415,-0.528749,1.005050,-0.343750,1.311661,-0.737732,-0.153193,-0.445743,-0.178664,0.585671,-1.735843,0.482612,0.808230,-0.305299,0.191817,-0.187635,0.088512,1.610356,1.695738,0.192284,-1.891946,-0.076474,0.936659,0.303153,-1.375507,-1.317669,0.311735,0.417372,-0.334391,-0.944966,-1.551414,0.036719,-1.102444,0.407438,1.118349,1.306850,1.471787,0.482233,0.597969,-0.856167,1.026859,-0.428719,-0.887433,-0.236313,0.579609,-0.404235,0.026267,0.110182,0.075802,0.269224,-0.040639,-0.061683,0.172781,-0.172260,1.006543,0.152768,0.318995,1.721151,-1.137179,0.151740,-0.935574,-0.169805,-0.142863,-0.310365,-0.187017,0.045026,-0.803032,-0.768884,0.869224,0.727155,0.289245,0.052381,0.568718,-0.922969,0.409073,0.077823,0.464623,0.218590,-1.358405,-1.485587,0.862058,-1.217266,0.186084,-0.075616,0.968656,-0.864905,0.117909,0.535064,-0.157298,-0.002337,0.527774,-0.720600,0.286471,1.214275,1.298688,-0.000360,0.223887,-1.012426,-0.493241,0.726694,1.381961,-1.679561,0.974800,-0.423166,-0.001496,0.146631,0.759888,0.530547,1.610278,-0.265865,0.294368,0.335372,-0.210974,0.201728,-0.493302,-0.162372,0.411936
to:-0.546676,0.789644,0.308736,0.930156,-0.750609,0.379275,1.005301,0.415953,0.587578,-0.089392,-0.846792,-1.124271,-0.549931,-0.193615,-0.578594,1.313958,0.703036,-0.990714,-3.508784,-0.851575,1.192875,0.510604,-0.440512,0.158667,-1.097163,-0.488335,0.149898,-1.250724,-0.550204,0.245899,-2.392956,1.420437,-0.290439,-0.717736,1.009050,-2.150715,0.016103,0.475508,-0.413215,-1.583689,-1.996055,0.358891,-1.095073,-0.231794,-0.867267,0.301992,-0.509243,0.993426,0.113511,-0.392321,0.193916,-0.101724,2.369025,-0.145180,1.125528,2.622300,0.820781,-0.821532,-1.172886,-0.442457,-1.750587,-3.394655,1.906892,-0.638622,0.207313,-0.015572,-0.427028,0.240688,-0.896281,-1.119994,1.163879,1.751879,0.530360,-0.116175,-1.549545,-0.642851,-0.623458,0.218899,0.113513,0.806643,1.598031,0.501924,0.241282,-1.302797,-1.026520,0.337261,-1.336026,1.700637,0.157739,-0.999793,0.832470,-0.642225,1.380456,-1.321646,2.519450,-0.300149,-0.300849,1.082332,1.343895,-0.321426,-1.310004,0.356808,0.586525,-0.673195,0.652183,-0.713182,1.137294,-0.573391,-1.647699,-0.137008,-0.018090,-0.779186,0.281345,0.842121,-0.698222,0.705429,-0.179640,0.541853,1.569526,0.351638,1.711517,-0.722927,-3.800721,-0.514650,-0.776954,0.933036,-0.855740,0.389572,0.616296,-0.631113,0.401303,-0.348524,0.552873,1.062009,0.094525,0.117704,1.058519,0.023606,2.249112,1.043566,-0.309419,0.639347,0.521042,0.324221,-1.982862,0.151107,-0.438804,0.939908,0.575937,-0.586360,0.062745,0.812389,1.080119,-0.349685,-1.075976,-0.805019,-1.904862,2.173887,0.514309,0.908303,1.290990,-0.880304,-1.670505,1.481776,-0.870236,-0.531752,0.924843,0.186929,0.142974,0.820463,-0.857706,-0.813938,-0.173023,0.375140,0.308238,-1.869523,0.850720,-0.151973,-0.609720,-0.355487,0.155569,-1.714701,0.370126,-0.598766,-0.111665,-0.894538,0.513577,0.160819,-0.705397,1.419435,0.233976,0.004280,2.504942,0.862241,-0.370943,1.196316,0.247172,-1.341498,1.259307,1.785956
zero:-1.099583,-1.692481,-1.958633,0.447388,-0.355937,-1.985332,0.785471,0.759040,-2.604074,0.870604,0.944017,-0.739174,1.648809,0.074838,1.110557,0.439331,-1.346079,2.077286,0.013818,-0.585802,-0.615965,0.884627,-1.136673,-0.748638,0.528125,-0.540541,2.099699,-0.492907,-0.876130,0.789767,0.764429,-0.701275,-0.884012,0.494007,0.701620,0.307316,-1.547737,2.003603,-0.031308,1.250929,0.261854,0.118748,-0.293860,0.620923,0.691544,0.108918,-0.386098,-1.013651,1.010372,0.785720,-0.251048,-0.481509,-4.777193,1.236531,-0.635060,-1.959723,0.758501,-0.058415,-1.036849,1.010777,2.526427,1.501083,0.164643,2.838267,-1.087554,-1.579278,-1.827069,-0.945410,0.167815,0.027707,-0.206404,0.690559,-0.661969,-0.620245,-0.837809,-0.503110,-0.215306,-1.814272,0.120763,-0.009945,-3.517921,0.294828,-0.323038,0.433658,2.386673,0.298056,0.830336,-1.503087,0.627462,0.613159,0.855088,0.876409,2.061698,-1.112535,-1.586549,1.464697,1.726324,-0.477575,-0.479358,-0.340739,1.318384,0.430832,-0.919868,1.127663,0.270288,0.066487,-0.491951,2.359779,-0.532137,-0.493317,-0.476839,-0.699760,-1.005240,1.940132,0.825859,-1.186316,0.756500,-1.441872,0.340081,-0.690611,-1.304099,-0.638579,1.461871,-0.385615,-0.757579,-0.999137,2.023672,1.372473,-0.348126,0.282517,1.024712,0.624833,0.928945,-1.348402,4.503747,1.653822,-1.661153,0.074721,-0.271798,-2.120386,-1.245166,-2.260221,-0.996665,0.554554,-1.179203,0.015094,-0.021443,0.365593,0.980883,1.373517,0.292923,3.057587,-0.499734,-0.139347,0.375931,-0.577880,1.070717,-2.838015,-0.573532,-0.892333,-0.558695,1.158416,-2.847970,-1.658225,0.158387,-0.736852,0.048741,1.035690,-1.096583,-0.256617,-1.659035,3.194472,0.311735,-1.310236,-0.347137,1.485204,-2.222919,-0.159457,-0.854770,0.936281,-1.404949,0.130727,-2.377058,-1.597880,0.230188,0.310543,-0.327855,-1.298445,-0.611755,-1.637236,0.730884,0.417489,-0.920069,0.563772,0.224960,1.171890,0.417787,-0.011488,0.728534,0.508844
nine:-0.759638,-1.269212,0.195508,1.588429,0.742364,-2.074205,-0.895200,-0.147261,-1.572044,1.140030,0.726194,0.505151,1.428464,-0.125185,1.075159,-0.097820,0.004919,2.436016,-0.094924,0.378099,-1.188629,1.309959,-1.309159,-1.019607,0.661154,0.532200,2.219958,0.183380,-1.171302,-0.175740,1.222724,0.660771,-0.234170,0.970178,0.616274,0.931840,-1.492617,1.431675,-0.580252,2.788468,0.975157,-0.568033,-0.626497,0.946640,0.977423,0.097110,-0.189140,-0.184031,0.692345,-0.399500,-1.026927,-0.525649,-5.486998,1.764637,-1.620880,-5.885980,0.952847,-0.213150,-0.266768,0.104270,2.782109,1.490047,0.420613,2.606020,-0.114017,-1.587611,-1.206805,-1.584405,-0.450242,0.943751,0.516745,0.774657,-0.424927,-0.583397,0.172099,0.393909,-0.499770,-1.877697,-0.249298,0.145293,-3.639919,-0.299375,-1.187851,0.373868,2.192146,-0.577506,1.119275,-0.461958,0.390345,0.198024,0.555641,0.869389,0.653983,0.715638,-1.804519,0.148969,2.795776,-1.023608,1.297539,0.280226,0.439529,0.924206,-2.489703,0.654069,1.570572,0.040712,-0.626801,2.384918,-1.137497,-0.117239,-0.338153,-0.263981,-0.077754,0.596970,0.316582,0.071604,1.027584,-0.868042,0.751049,-0.901627,-0.632854,0.385354,2.850518,-0.622894,-1.277339,-0.726156,2.016469,1.237513,-0.888385,-0.237377,0.228836,-0.438212,-0.866692,-0.726043,0.104144,0.495562,-1.893678,-0.037156,-1.209599,-1.433714,-0.492003,-2.058635,-0.658698,-0.596293,-1.743887,0.081250,-1.120766,0.796451,1.315765,1.347361,-0.808172,1.853018,-2.031092,-1.152748,1.859531,-1.579991,1.134653,-3.218042,0.034620,-0.546338,-0.109765,1.204399,-1.045402,-3.884664,0.288086,-0.459219,0.321819,2.291719,-0.316041,-0.966659,-2.111896,2.932640,-0.301327,0.117441,-2.200569,0.834137,-1.774163,0.217392,0.456975,-0.522931,-1.368053,1.012311,-1.517504,-0.899169,-0.567354,0.951232,-0.723284,-1.132127,-0.241179,-0.601068,0.829307,0.228696,-1.750241,0.647268,1.047489,-1.193277,-0.481541,0.218772,0.470540,0.618340
